ind,sexe,age,taille,poids
ind_6397,M,10,138.2,30.7
ind_6397,M,11,143.2,34.2
ind_6397,M,12.3,149.2,39.3
ind_6397,M,13,156.2,43.8
ind_6397,M,14,163.2,49.8
ind_6397,M,15.3,169.2,55
ind_6397,M,16,173.2,60.4
ind_6397,M,18.1,178.3,67.7
ind_6398,F,2.2,85.6,12
ind_6398,F,6.1,114.3,18.4
ind_6398,F,8,126,22.4
ind_6398,F,9,132,23.9
ind_6398,F,10,137.5,28.7
ind_6398,F,11,143.7,33.2
ind_6398,F,12,149.7,37.1
ind_6398,F,14,158.3,43.7
ind_6398,F,14.9,160.1,47
ind_6398,F,16,161,49.7
ind_6399,F,1.1,75.2,11.4
ind_6399,F,4.1,104.2,18.3
ind_6399,F,5,110.3,20
ind_6399,F,5.9,116.2,23.9
ind_6399,F,7.3,122.1,27.6
ind_6399,F,8,128.1,30.4
ind_6399,F,9,134.2,33.3
ind_6399,F,10.1,140.5,39
ind_6399,F,12.1,152.9,51.1
ind_6399,F,14.2,162.1,63.2
ind_6399,F,14.8,164.2,68
ind_6399,F,16.1,165.3,68.8
ind_6399,F,17,165.4,70.4
ind_6399,F,17.9,165.4,68.9
ind_6400,F,1.1,73.4,8.9
ind_6400,F,2,85.3,11.1
ind_6400,F,5,108.1,15.2
ind_6400,F,6.8,120.1,19.7
ind_6400,F,8.2,126.1,21.3
ind_6400,F,9.3,132.1,22.4
ind_6400,F,10.2,137.8,27.4
ind_6400,F,12,149.9,36.3
ind_6400,F,13,154.5,39.5
ind_6400,F,15.1,160.4,46.9
ind_6400,F,16,161.6,49
ind_6400,F,18.3,161.8,49.3
ind_6401,M,1,77.5,11.3
ind_6401,M,3.2,97.6,15.5
ind_6401,M,4.1,105.1,17.7
ind_6401,M,5,112.2,19.1
ind_6401,M,8.3,129.9,28.9
ind_6401,M,9.1,134.8,30.9
ind_6401,M,10,142.1,37.2
ind_6401,M,11.4,147.1,40.4
ind_6401,M,12.2,153.6,45.7
ind_6401,M,13,160.7,52.8
ind_6401,M,15.1,173.3,64
ind_6401,M,17.2,180.8,75.9
ind_6402,M,1,76.9,11.1
ind_6402,M,2.3,87,13.9
ind_6402,M,3,96.9,15.1
ind_6402,M,3.9,104,16.9
ind_6402,M,5,111.1,18.6
ind_6402,M,6.3,117.2,22.5
ind_6402,M,8.1,128.2,28.6
ind_6402,M,8.9,133.1,NA
ind_6402,M,10.3,139.9,36.3
ind_6402,M,11.3,145.1,39.5
ind_6402,M,12.1,151.1,44.1
ind_6402,M,13.9,165.4,56.5
ind_6402,M,15,171.8,61.7
ind_6402,M,17.3,179.7,74.5
ind_6403,M,1.3,81.1,12.7
ind_6403,M,2.1,90.6,14.2
ind_6403,M,2.9,100.1,15.7
ind_6403,M,4,107.9,18.3
ind_6403,M,5.8,120.9,22.3
ind_6403,M,7.4,129.3,26.8
ind_6403,M,7.8,134.4,29.4
ind_6403,M,9.4,140.2,32.5
ind_6403,M,10,149.4,39.6
ind_6403,M,11.1,155.8,43.9
ind_6403,M,12,162.1,49.5
ind_6403,M,13,170.2,60
ind_6403,M,15,183.2,68.9
ind_6403,M,16.9,190.1,82
ind_6403,M,17.9,192.3,85.6
ind_6404,M,1.1,75.7,10.5
ind_6404,M,2,85.4,12.1
ind_6404,M,3.1,95.7,14.5
ind_6404,M,6,115.4,20.2
ind_6404,M,7.3,121.8,23.9
ind_6404,M,8.3,127,27.4
ind_6404,M,12.1,148.2,40.8
ind_6404,M,13.4,155.9,47.2
ind_6404,M,15.3,168.7,57.8
ind_6404,M,16.1,172.2,63.3
ind_6404,M,17,175.9,66.9
ind_6404,M,18.2,177.2,70.5
ind_6405,F,0.8,72.6,8
ind_6405,F,2.3,85.2,11.6
ind_6405,F,4.1,101.6,13.2
ind_6405,F,5,107.5,14.6
ind_6405,F,6.2,113.6,17.7
ind_6405,F,7.3,119.5,19.4
ind_6405,F,9.3,131.5,23.6
ind_6405,F,14,156.4,42.5
ind_6405,F,16.1,159.2,49.3
ind_6405,F,16.8,159,49.5
ind_6405,F,18.3,159.4,49.6
ind_6406,M,1.3,74.7,9
ind_6406,M,2,84.7,11
ind_6406,M,3.1,94.8,12.9
ind_6406,M,5.3,108.4,15.5
ind_6406,M,6.1,114.2,18.6
ind_6406,M,6.9,120,20.6
ind_6406,M,8,125.1,24.1
ind_6406,M,9,129.8,26
ind_6406,M,11,139.9,30.9
ind_6406,M,12.1,145.9,35.7
ind_6406,M,13,152.5,39.1
ind_6406,M,14.2,159.5,45.6
ind_6406,M,15.1,165.2,51
ind_6406,M,17.3,173.6,59.3
ind_6406,M,18,174.1,62.7
ind_6407,F,1.1,72.8,10.8
ind_6407,F,2.3,84.9,13.5
ind_6407,F,3.2,93.8,15.2
ind_6407,F,6,112.9,21.3
ind_6407,F,7,119,24.4
ind_6407,F,8.2,125,27.7
ind_6407,F,8.9,130.6,28.8
ind_6407,F,10,136,34.2
ind_6407,F,11.2,142.2,40
ind_6407,F,12.8,152.7,48.4
ind_6407,F,14,156.9,53.3
ind_6407,F,15.3,158.8,58.9
ind_6407,F,16.3,159.8,60.9
ind_6407,F,17.9,159.8,60.6
ind_6408,M,1,75.1,9.9
ind_6408,M,2,85.1,11.9
ind_6408,M,3,95.1,13.9
ind_6408,M,4.8,109,17.2
ind_6408,M,6,114.9,19.8
ind_6408,M,7,120.7,22.2
ind_6408,M,7.9,125.6,25.9
ind_6408,M,9.1,130.7,27.5
ind_6408,M,11.3,141.3,33.8
ind_6408,M,13.2,154,43.8
ind_6408,M,14.2,160.8,49.9
ind_6408,M,15.1,166.9,55.1
ind_6408,M,16,170.9,60.9
ind_6408,M,16.8,174.9,65.3
ind_6408,M,18.1,176,68
ind_6409,M,0.9,77.6,8.8
ind_6409,M,2,87.7,11.1
ind_6409,M,4.3,105,14.9
ind_6409,M,4.8,111.5,15.2
ind_6409,M,6,117.9,18.7
ind_6409,M,7.1,124.2,21.1
ind_6409,M,10,140.9,28.3
ind_6409,M,11,146,32.1
ind_6409,M,12,151.9,37.2
ind_6409,M,12.8,159.5,40.2
ind_6409,M,14,167,46.9
ind_6409,M,15.1,173.2,52.2
ind_6409,M,16.3,177.2,57.4
ind_6409,M,18.1,181.9,63.9
ind_6410,M,1.2,72.8,8.1
ind_6410,M,2,83,9.8
ind_6410,M,3.2,92.9,12.3
ind_6410,M,4,98.6,12.1
ind_6410,M,5.3,106,14.1
ind_6410,M,6,112,16.4
ind_6410,M,7.1,117.3,18.3
ind_6410,M,7.9,122.3,20.8
ind_6410,M,9,126.9,23.5
ind_6410,M,9.8,130.3,21.8
ind_6410,M,11.1,135.9,25.2
ind_6410,M,12.1,141.6,31.2
ind_6410,M,14,154.1,36.4
ind_6410,M,14.9,159.2,40.7
ind_6410,M,16,163.3,40.4
ind_6410,M,17.1,166.7,46.7
ind_6410,M,18,168.2,49
ind_6411,F,2,86.6,12.2
ind_6411,F,3.2,95.9,14.7
ind_6411,F,4.2,104.1,16.3
ind_6411,F,5,110,17.3
ind_6411,F,6,116,20.4
ind_6411,F,6.9,122,22.8
ind_6411,F,8,128.1,25.5
ind_6411,F,9.1,134.5,27.8
ind_6411,F,10,140.6,32.6
ind_6411,F,11,146.7,37.7
ind_6411,F,12.3,153,43
ind_6411,F,13.2,158.6,47.4
ind_6411,F,14,162.5,50.9
ind_6411,F,15,164.7,55
ind_6411,F,17,165.8,58
ind_6411,F,18.2,166.2,57.4
ind_6412,M,2,86.3,13.3
ind_6412,M,3,96.3,15.4
ind_6412,M,4,103.4,17.8
ind_6412,M,5,110.4,19.4
ind_6412,M,6.1,116.4,22.1
ind_6412,M,6.9,122.5,25.7
ind_6412,M,8,127.6,29.1
ind_6412,M,9.3,132.6,31.1
ind_6412,M,11,143.6,41
ind_6412,M,12.3,149.7,45.9
ind_6412,M,13,156.7,54.5
ind_6412,M,14,163.7,60.3
ind_6412,M,14.9,169.6,66
ind_6412,M,17.1,177.6,79.7
ind_6412,M,18.4,179,83.8
ind_6413,F,3.3,93.4,12.1
ind_6413,F,4,100.7,10.2
ind_6413,F,6,113,13.2
ind_6413,F,7.3,119.2,13.2
ind_6413,F,9.1,130.9,15.9
ind_6413,F,11.1,142.2,23.4
ind_6413,F,12,147.9,24.3
ind_6413,F,13.4,152.8,28.9
ind_6413,F,14.1,156.6,29
ind_6413,F,15,158.6,31.5
ind_6413,F,16,159.5,33.9
ind_6413,F,17.1,159.7,36.9
ind_6413,F,18,159.7,35.1
ind_6414,F,1.4,73.5,9.4
ind_6414,F,2.1,85.5,11.9
ind_6414,F,3.1,94.5,13.9
ind_6414,F,4,102.4,15.7
ind_6414,F,5,108.5,17.2
ind_6414,F,6.3,114.5,19.7
ind_6414,F,6.9,120.5,23.1
ind_6414,F,8.3,126.6,24.9
ind_6414,F,10,138.3,32.5
ind_6414,F,11.2,144.4,37.1
ind_6414,F,12.1,150.4,41.9
ind_6414,F,13.2,155.2,46.3
ind_6414,F,14.1,159.2,50.5
ind_6414,F,16.1,162.1,56.4
ind_6414,F,17,162.1,57.6
ind_6414,F,18.1,162.1,57
ind_6415,M,2.1,85.6,11.5
ind_6415,M,4.2,102.5,14.9
ind_6415,M,5,109.5,16.5
ind_6415,M,6.3,115.5,19.4
ind_6415,M,6.8,121.3,21.9
ind_6415,M,8.4,126.3,25.1
ind_6415,M,9.3,131.3,27
ind_6415,M,10.2,137.1,29.9
ind_6415,M,11,142.1,33.5
ind_6415,M,13.1,155,43.1
ind_6415,M,14,161.8,49.1
ind_6415,M,15.2,167.7,54
ind_6415,M,15.8,171.8,59.7
ind_6415,M,17.1,175.6,63.5
ind_6415,M,18.1,176.8,66.9
ind_6416,F,1,76.5,11.1
ind_6416,F,1.8,88.5,12.4
ind_6416,F,3,97.5,15.1
ind_6416,F,4.4,106.4,19
ind_6416,F,5,112,19.2
ind_6416,F,5.9,118.3,22.6
ind_6416,F,8.1,130.7,29.3
ind_6416,F,11,150.3,43.8
ind_6416,F,12.1,156.4,49.9
ind_6416,F,13,163.4,55.4
ind_6416,F,15,169.9,65.3
ind_6416,F,16.3,172,66.5
ind_6416,F,18.1,172.9,65.7
ind_6417,M,1.3,72.5,9.3
ind_6417,M,2.9,92.8,14
ind_6417,M,4.1,99.3,15
ind_6417,M,6,111.7,19.6
ind_6417,M,7.1,116.8,21.9
ind_6417,M,8.9,125.8,27.8
ind_6417,M,9.8,128.9,31.1
ind_6417,M,11.2,134.6,34
ind_6417,M,12.1,141.2,39
ind_6417,M,13.4,146.4,43.3
ind_6417,M,14.2,152.3,49.6
ind_6417,M,15,159.2,55
ind_6417,M,15.9,163.2,60.8
ind_6417,M,17,166.4,64.5
ind_6417,M,18.1,168.4,67.9
ind_6418,F,1.3,74.9,12
ind_6418,F,3,95.4,15
ind_6418,F,3.9,103.3,17.4
ind_6418,F,7.1,121.6,26.6
ind_6418,F,8.1,127.6,29.2
ind_6418,F,14.2,161.3,58
ind_6418,F,15,163,61.4
ind_6418,F,16,163.9,63.4
ind_6418,F,17,164,63.9
ind_6419,M,1.1,75.8,9.3
ind_6419,M,3.1,95.8,13.3
ind_6419,M,4.1,102.7,14.4
ind_6419,M,5.1,109.7,16
ind_6419,M,7,121.5,21.2
ind_6419,M,8,126.5,24.8
ind_6419,M,9,131.5,26.7
ind_6419,M,12.1,148.2,37
ind_6419,M,13.9,162,46
ind_6419,M,15,168,51.2
ind_6419,M,18.4,177.2,62.9
ind_6420,F,1,75.2,9.5
ind_6420,F,1.9,87,11.3
ind_6420,F,4.4,104.9,15.8
ind_6420,F,5,110.5,16.3
ind_6420,F,7.4,122.9,22.4
ind_6420,F,7.8,128.5,23.4
ind_6420,F,9,134.7,25.9
ind_6420,F,10.1,141.4,31
ind_6420,F,11.2,147.7,36.1
ind_6420,F,12.3,153.8,40.8
ind_6420,F,13,159.5,44.4
ind_6420,F,14,163.9,48.1
ind_6420,F,15,166,51.9
ind_6420,F,16,166.9,54.2
ind_6420,F,17.2,167.1,55.6
ind_6421,F,1,74.2,10.5
ind_6421,F,5.2,109.2,17.9
ind_6421,F,6.9,121.2,24.6
ind_6421,F,9.3,133.3,28.9
ind_6421,F,9.9,139.3,34.7
ind_6421,F,11.8,151.3,44.5
ind_6421,F,14.1,160.4,54.1
ind_6421,F,15,162.5,58.3
ind_6421,F,18,163.6,60.4
ind_6422,M,1.3,72.5,7.6
ind_6422,M,2,82.7,10
ind_6422,M,3,92.5,12
ind_6422,M,3.9,98.4,12.8
ind_6422,M,5,105.6,14
ind_6422,M,5.9,111.7,17.4
ind_6422,M,7,116.4,18.8
ind_6422,M,8.1,121.1,22
ind_6422,M,9.3,126.2,23.9
ind_6422,M,9.9,129.7,23.3
ind_6422,M,11,135.4,26.6
ind_6422,M,12,140.6,30.7
ind_6422,M,13.4,145.4,30.4
ind_6422,M,15,157.2,40.9
ind_6422,M,16.3,161.6,41.5
ind_6422,M,17.4,164.5,44.5
ind_6422,M,18,166.7,47.3
ind_6423,F,1,74.3,11.1
ind_6423,F,2.1,86.5,13.3
ind_6423,F,3.3,95.9,15.9
ind_6423,F,4,103.3,17.7
ind_6423,F,5.1,109.5,19.4
ind_6423,F,6,115.4,22.7
ind_6423,F,6.9,121.2,25.8
ind_6423,F,8,127.4,28.8
ind_6423,F,9,133.5,31.4
ind_6423,F,10,139.7,36.9
ind_6423,F,11.1,145.9,43.1
ind_6423,F,12.1,151.9,47.7
ind_6423,F,14,161,56.4
ind_6423,F,15,163.1,60.7
ind_6423,F,16,164.1,61.6
ind_6423,F,17.3,164.9,63.3
ind_6423,F,17.9,164.4,61.7
ind_6424,F,1.1,74.4,7.7
ind_6424,F,2,86.6,9.8
ind_6424,F,3.2,95.5,11.6
ind_6424,F,4,103.7,11.3
ind_6424,F,5,109.7,12.9
ind_6424,F,6,115.8,14.4
ind_6424,F,7,121.8,15
ind_6424,F,8,127.8,16.9
ind_6424,F,9,133.9,16.9
ind_6424,F,10.1,140,20.6
ind_6424,F,11.1,146,24.6
ind_6424,F,12,152.2,26.7
ind_6424,F,13.2,157.6,27.3
ind_6424,F,15.3,163.5,33.3
ind_6424,F,16,164.7,36.6
ind_6424,F,17,164.8,36.1
ind_6424,F,18.1,164.8,36.8
ind_6425,F,4.2,102,12.8
ind_6425,F,4.9,108,14.3
ind_6425,F,6.4,114.1,17
ind_6425,F,8,126,20.6
ind_6425,F,11.3,143.7,30.4
ind_6425,F,12,149.6,33.6
ind_6425,F,12.9,154.1,37.1
ind_6425,F,16.2,160.8,47.3
ind_6426,M,4.9,108.9,16.9
ind_6426,M,6.2,114.9,19.6
ind_6426,M,7.1,120.6,22.1
ind_6426,M,10,136.2,30.9
ind_6426,M,12.1,147.4,39.3
ind_6426,M,13.1,154.4,44
ind_6426,M,14.1,161.6,50.1
ind_6426,M,16,171.3,60.9
ind_6426,M,17,175.3,64.9
ind_6426,M,18,176.4,68
ind_6427,M,1.2,78.6,12
ind_6427,M,2.3,88.6,14.4
ind_6427,M,4,105.7,17.4
ind_6427,M,5,112.5,19
ind_6427,M,6,118.8,21.9
ind_6427,M,7.2,125.6,25.5
ind_6427,M,8.4,131,29.6
ind_6427,M,9,135.4,30.6
ind_6427,M,11,147.4,40.3
ind_6427,M,12,153.6,45.8
ind_6427,M,13,160.8,54.4
ind_6427,M,14,168.2,60.2
ind_6427,M,16,179.1,75.7
ind_6427,M,16.9,182.8,79
ind_6427,M,17.9,183.6,82.7
ind_6428,F,1.9,84.6,11.1
ind_6428,F,4.2,101.3,15.3
ind_6428,F,6,112.9,18.6
ind_6428,F,9,131,24.6
ind_6428,F,9.9,136,29.2
ind_6428,F,12,148.4,38.7
ind_6428,F,13,152.9,42.8
ind_6428,F,17.1,160.3,54
ind_6429,M,2.4,91.1,14.2
ind_6429,M,3.2,101.5,16.2
ind_6429,M,5,117.8,20.8
ind_6429,M,8.2,136.9,30.8
ind_6429,M,9.3,141.8,33.1
ind_6429,M,10,151.9,42.8
ind_6429,M,13.3,170,60.1
ind_6429,M,14.1,177,65.3
ind_6429,M,18,195.3,87.1
ind_6430,M,1.1,73.1,9.5
ind_6430,M,1.9,82.3,11
ind_6430,M,2.9,91.9,13
ind_6430,M,4,97.6,14.3
ind_6430,M,7,115.4,21.1
ind_6430,M,8.1,120.1,24.9
ind_6430,M,11.3,132.5,32.7
ind_6430,M,12.1,139.2,37.2
ind_6430,M,13.1,145.2,40.9
ind_6430,M,14.3,151,47.5
ind_6430,M,15,156.2,51.6
ind_6431,F,1.9,88.2,14.5
ind_6431,F,4.4,105.6,22.7
ind_6431,F,6.8,123.1,33
ind_6431,F,8.1,129.4,37
ind_6431,F,10,142.7,46.3
ind_6431,F,11,148.8,52
ind_6431,F,12,154.7,57.5
ind_6431,F,15.8,168.7,75.4
ind_6431,F,17.2,168.8,77.9
ind_6431,F,18,169.3,76.4
ind_6432,F,1.3,74.9,11.1
ind_6432,F,2,86.7,13.5
ind_6432,F,3.2,95.8,15.1
ind_6432,F,4.2,104,17.9
ind_6432,F,5,109.9,19.8
ind_6432,F,6.8,122,28.1
ind_6432,F,9,134.1,33.4
ind_6432,F,10,140.6,38.9
ind_6432,F,10.9,146.8,45.4
ind_6432,F,12.4,153.1,49.1
ind_6432,F,13,158.2,54.8
ind_6432,F,14.3,162.2,58.1
ind_6432,F,15,164.3,62.5
ind_6432,F,15.9,165.4,63.5
ind_6432,F,17,165.6,65.1
ind_6432,F,17.8,165.7,65.2
ind_6433,M,1,77,12.3
ind_6433,M,4.1,104.2,18.5
ind_6433,M,5.1,111.1,19.9
ind_6433,M,6.1,117.1,22.8
ind_6433,M,7.2,123.4,25.9
ind_6433,M,8,128.3,29.1
ind_6433,M,8.8,133.4,31.3
ind_6433,M,10.3,139.8,37.6
ind_6433,M,10.9,144.8,40.6
ind_6433,M,12,150.9,45.3
ind_6433,M,13,158.4,52.2
ind_6433,M,14,165.4,58.2
ind_6433,M,15,171.2,63.5
ind_6433,M,16.1,175.3,71.2
ind_6433,M,17.3,179.6,75.5
ind_6433,M,17.9,180.8,77.8
ind_6434,M,1,74,9.6
ind_6434,M,2,84,11.6
ind_6434,M,3.1,93.9,13.8
ind_6434,M,4.3,100.6,15.8
ind_6434,M,5,107.3,16.5
ind_6434,M,6.1,113.6,19.9
ind_6434,M,7,118.8,21.9
ind_6434,M,8,123.8,25.4
ind_6434,M,9,128.5,27.5
ind_6434,M,10,132.9,30.5
ind_6434,M,12.2,144.4,39.4
ind_6434,M,14,156.8,49.4
ind_6434,M,14.9,162.6,54
ind_6434,M,16,165.8,59.6
ind_6434,M,17.3,169.9,64.2
ind_6434,M,18.3,169.8,66.9
ind_6435,F,1.1,73.2,9.5
ind_6435,F,4,102.2,13.9
ind_6435,F,5.1,108.1,15.6
ind_6435,F,6,114.2,17.9
ind_6435,F,7.4,120.1,20.7
ind_6435,F,8.1,126.1,22.8
ind_6435,F,9.1,132.1,24.5
ind_6435,F,10,137.7,28.7
ind_6435,F,11.2,143.6,33.7
ind_6435,F,13,154.2,41.4
ind_6435,F,14,158.2,45.3
ind_6435,F,15,160,49.4
ind_6435,F,16.2,161.1,52.4
ind_6435,F,17.2,161.2,53
ind_6435,F,18.1,161.3,52.5
ind_6436,F,2.2,86.5,11.9
ind_6436,F,3,95.6,14
ind_6436,F,4.1,103.6,15.4
ind_6436,F,5.9,115.6,20
ind_6436,F,8,127.6,24.9
ind_6436,F,9.4,133.6,26.6
ind_6436,F,11.3,145.7,36.6
ind_6436,F,13.3,156.8,45.6
ind_6436,F,14.4,160.7,49.4
ind_6436,F,15,162.7,53.6
ind_6436,F,16.3,163.7,55.6
ind_6436,F,17,163.7,56.7
ind_6436,F,17.8,163.8,56.3
ind_6437,M,3.3,93.1,11.8
ind_6437,M,4.2,99.1,12.1
ind_6437,M,5.2,105.6,13.8
ind_6437,M,7.2,115.5,18.3
ind_6437,M,8,120.1,22
ind_6437,M,9,124.9,24.3
ind_6437,M,11.2,132,27.3
ind_6437,M,11.9,137.4,31.8
ind_6437,M,13.2,144.1,32.1
ind_6437,M,14,150.6,37.3
ind_6437,M,16.3,160,42.4
ind_6437,M,17,164.3,44.9
ind_6437,M,18,165.4,46.7
ind_6438,M,1,74.6,9.9
ind_6438,M,2.1,84.6,12.1
ind_6438,M,3,94.5,13.9
ind_6438,M,5.1,108.1,17.1
ind_6438,M,6,114,19.9
ind_6438,M,6.9,119.3,22.1
ind_6438,M,8.4,124.9,26.5
ind_6438,M,9,129.5,27.8
ind_6438,M,10,134.7,31.2
ind_6438,M,11.2,139.7,35.1
ind_6438,M,13.1,152.9,44.6
ind_6438,M,14.3,159.9,50.9
ind_6438,M,15.2,165.4,55.9
ind_6438,M,16.3,169.5,61.7
ind_6438,M,17,172.8,65.2
ind_6439,F,2,85.1,10.2
ind_6439,F,4,101.8,11.7
ind_6439,F,4.8,107.5,12.7
ind_6439,F,6,113.7,15.1
ind_6439,F,7,119.7,16.1
ind_6439,F,8.4,125.8,19.5
ind_6439,F,9.1,131.8,19.4
ind_6439,F,10,137.2,23.9
ind_6439,F,12,149.1,29.6
ind_6439,F,13,153.6,32
ind_6439,F,14.4,157.5,36.1
ind_6439,F,15.3,159.7,38.2
ind_6439,F,16.2,160.7,42.3
ind_6439,F,17.1,160.8,42.4
ind_6439,F,18.1,160.8,40.9
ind_6440,M,2,84,11.3
ind_6440,M,3,93.7,13.4
ind_6440,M,4.2,100.2,14.3
ind_6440,M,6.1,112.8,19.1
ind_6440,M,7.3,117.6,21.1
ind_6440,M,8.1,122.5,25
ind_6440,M,9.3,127.9,26.7
ind_6440,M,10.1,132.8,29.4
ind_6440,M,12,143.1,38
ind_6440,M,13.1,149.7,41.9
ind_6440,M,14,156.1,47.8
ind_6440,M,15.1,162.1,52.7
ind_6440,M,16,166.7,58.2
ind_6440,M,17.1,171,62.4
ind_6440,M,17.8,171.9,65
ind_6441,F,1.1,75.6,12.1
ind_6441,F,2,87.4,13.8
ind_6441,F,3.9,104.4,18.8
ind_6441,F,6,116.6,24.7
ind_6441,F,7.1,122.6,29.1
ind_6441,F,8,128.5,31.9
ind_6441,F,10.1,141.6,40.5
ind_6441,F,11.9,153.9,52.1
ind_6441,F,13.1,159.5,59.3
ind_6441,F,14.4,163.6,66
ind_6441,F,16.1,166.9,71.5
ind_6441,F,17,166.9,72.9
ind_6442,M,1.2,81.7,13
ind_6442,M,3,102.3,17
ind_6442,M,3.8,110.3,20.7
ind_6442,M,5,116.9,21.8
ind_6442,M,7,130.6,28.9
ind_6442,M,8.1,136.3,32.5
ind_6442,M,9,141.1,35.3
ind_6442,M,10.1,150,46.4
ind_6442,M,11,156.1,49.4
ind_6442,M,12.2,163.4,54.7
ind_6442,M,13,171.4,65.7
ind_6442,M,14,177.9,73.3
ind_6442,M,15,183,77
ind_6442,M,16.2,186.5,88.4
ind_6442,M,16.8,190.9,92.6
ind_6443,F,1.1,73.2,8.3
ind_6443,F,3.3,94.7,12.4
ind_6443,F,4.2,102.2,11.9
ind_6443,F,6.1,113.9,15.4
ind_6443,F,8,125.5,19.3
ind_6443,F,9.1,131.7,20.9
ind_6443,F,10.4,137.7,25.8
ind_6443,F,11.1,143.2,29.8
ind_6443,F,12,148.8,33.2
ind_6443,F,13.3,153.5,36.2
ind_6443,F,14.1,157.1,39.7
ind_6443,F,15.2,159.2,43
ind_6444,M,2.3,87.4,12.8
ind_6444,M,3.4,97.5,14.8
ind_6444,M,3.9,104.9,16.8
ind_6444,M,5,112.2,18.2
ind_6444,M,7.1,125.1,24.1
ind_6444,M,9.1,135.2,29.6
ind_6444,M,10,142.1,34.9
ind_6444,M,11,147.6,38.3
ind_6444,M,12,154.2,43.4
ind_6444,M,13,161.3,50.6
ind_6444,M,14,168.1,57
ind_6444,M,15,174.2,62.6
ind_6444,M,16.3,178.5,71.1
ind_6444,M,18.1,185.1,79.1
ind_6445,F,1.1,76.1,12.3
ind_6445,F,1.8,87.8,13.6
ind_6445,F,3,97.2,16.3
ind_6445,F,4,105.7,20.1
ind_6445,F,5.3,112.4,22.6
ind_6445,F,6,117.6,25.5
ind_6445,F,7,123.4,29.5
ind_6445,F,9,135.2,36.1
ind_6445,F,10.1,142.1,43.1
ind_6445,F,11,148.2,50
ind_6445,F,12,154.2,56.5
ind_6445,F,13,160.3,64.8
ind_6445,F,14,164.5,70.2
ind_6445,F,16.4,168.1,73.8
ind_6445,F,17.1,167.7,74.4
ind_6445,F,18,167.7,72
ind_6446,F,0.9,74,9.9
ind_6446,F,2.1,86,11.5
ind_6446,F,3,95,13.7
ind_6446,F,4.1,103,14.8
ind_6446,F,5.1,109,16.3
ind_6446,F,6.4,115,18.3
ind_6446,F,6.9,121,21.7
ind_6446,F,8.1,127,23.7
ind_6446,F,9,133,25.7
ind_6446,F,10.3,139,30
ind_6446,F,11,145,35.7
ind_6446,F,14,159.9,48.3
ind_6446,F,16,162.9,54.5
ind_6446,F,17,162.9,55.5
ind_6446,F,18.2,163,54.9
ind_6447,F,3,94.1,11.5
ind_6447,F,4.1,101.9,10.4
ind_6447,F,5.3,107.9,11.9
ind_6447,F,6,113.9,13.6
ind_6447,F,7.4,119.8,13.5
ind_6447,F,8.3,125.8,15.8
ind_6447,F,8.9,131.7,16.9
ind_6447,F,10.2,137.1,20.8
ind_6447,F,11.3,143.2,23.5
ind_6447,F,12,149.2,25.3
ind_6447,F,15,159.7,33.1
ind_6447,F,16.2,160.6,35.7
ind_6447,F,17,160.7,35.4
ind_6447,F,18.1,160.8,35.2
ind_6448,F,0.9,73.1,9.4
ind_6448,F,1.9,85.1,11.5
ind_6448,F,3,94,13.4
ind_6448,F,5.2,107.8,15.7
ind_6448,F,6,113.9,18.3
ind_6448,F,7.1,120,20
ind_6448,F,12.2,149.2,37.8
ind_6448,F,13.1,153.7,42
ind_6448,F,14.9,159.5,49.4
ind_6448,F,16.1,160.2,51.4
ind_6448,F,17.1,160.2,52.1
ind_6448,F,18.3,160.3,51.7
ind_6449,F,1,71.7,8.5
ind_6449,F,3,92.7,12.6
ind_6449,F,4,100.5,12.7
ind_6449,F,5.2,106.3,14.1
ind_6449,F,5.9,112,16.2
ind_6449,F,8,123.9,19
ind_6449,F,9,129.9,20.1
ind_6449,F,13,150,32.7
ind_6449,F,14.1,154.4,36.3
ind_6449,F,15,156.3,38.8
ind_6449,F,16,157.5,41.7
ind_6449,F,17.1,157.6,43.6
ind_6449,F,18.2,157.7,43.4
ind_6450,M,2,85.5,10.2
ind_6450,M,3,95.5,12
ind_6450,M,5.1,109.4,13.8
ind_6450,M,6,115.4,16.8
ind_6450,M,7.9,126.2,21.5
ind_6450,M,11.2,142,26.5
ind_6450,M,12,148,31.3
ind_6450,M,14,161.9,37.9
ind_6450,M,14.9,167.9,44.1
ind_6450,M,16,171.9,46.6
ind_6450,M,17,175.9,51.7
ind_6450,M,18,176.8,54.9
ind_6451,M,0.8,74.1,8.7
ind_6451,M,2,84.2,11.3
ind_6451,M,3,94.4,13.4
ind_6451,M,4,100.8,14.5
ind_6451,M,5.1,108.1,16.3
ind_6451,M,6.1,114,19.4
ind_6451,M,8,124.5,25
ind_6451,M,8.9,129.1,26.6
ind_6451,M,11.1,139.4,33
ind_6451,M,12.2,145,38.2
ind_6451,M,14.3,157.7,48.6
ind_6451,M,16.2,167.6,58.5
ind_6451,M,17.2,172,62.7
ind_6452,F,2,85,9.7
ind_6452,F,3,94.1,11.9
ind_6452,F,7,120.1,14.5
ind_6452,F,8,125.9,17
ind_6452,F,9,131.9,17.2
ind_6452,F,11.1,143.7,24.4
ind_6452,F,12.1,149.7,27.8
ind_6452,F,13.9,158,32.4
ind_6452,F,14.8,160.1,35.7
ind_6452,F,16.3,161.4,41.5
ind_6452,F,17,161.2,40.5
ind_6452,F,17.9,161.3,39
